License No,Store Name,Store Address,Town Name,Location
5452002,M/s Shahid Medical Store,"Islam Nagar Chowk, Shahdara, Lahore",RAVI TOWN,"31.632044104403153,74.27838383721343"
245504,M/s Usman Medical and General Store,"17-KM, Bank Stop, Itehad Park Main Bazar, Ferozepur Road, Lahore",NISHTAR TOWN,"31.439855207726403,74.35694146364709"
225404,M/s Usman Medical Store,"Ward No.1, Near M.C.B Kahna Nau, Ferozepur Road, Lahore",NISHTAR TOWN,"31.362298267129244,74.36794929787673"
423306,M/s Wahid Medical Store,"Sadiq Plaza, Bank Stop, Ferozepur Road, Lahore",NISHTAR TOWN,"31.439460209753047,74.35538384747483"
319805,M/s Waqar Medical and General Store,"369-Hassan Block, Nishtar Colony, Ferozepur Road, Lahore",NISHTAR TOWN,"31.41849437618341,74.36728711947192"
7ANT0909,M/s Waqar Medics,LGH Pharmacy No.2 Inside Lahore General Hospital Near Orthopaedic Ward Lahore,NISHTAR TOWN,"31.4534015622697,74.35315945108577"
155ANT92012,M/S Waqar Medics,"Kahna Nau, Ferozepur Road, Lahore",NISHTAR TOWN,"31.37368177786613,74.36535706930398"
21BNT0910,M/s Waqas Medical Store,"Sitara Colony No.2, Pul Bandianwala Chungi Amar Sidhu, Lahore",NISHTAR TOWN,"31.45336096401203,74.36235309710855"
116503,M/s Waseem Medical Store,"Village Atari Saroba, Nishtar Road, Near Munshi Barderiya shop, Lahore",NISHTAR TOWN,"31.425170266848085,74.36921807956202"
292904,M/s Wazir Medical and General Store,"Shop No.2, Shami Park, Phase-1, Chungi Amer Sidhu, Lahore",NISHTAR TOWN,"31.448336928884665,74.35516309209498"
358405,M/s Yasir Medical Store,"Shop No.6 Mughal Market, Near LGH, Main Ferozepur Road, Lahore",NISHTAR TOWN,"31.458664148139906,74.35018526981165"
245604,M/s Zab Medical Store,"Shop No.8, Kahna Nau Council Market Ferozepur Road, Lahore",NISHTAR TOWN,"31.36763223187074,74.36534096149084"
199104,M/s Zahid Medical Store,"New jail road , Chungi Amar Sidhu, Lahore",NISHTAR TOWN,"31.44937891626856,74.35000340562281"
177503,M/s Zam Zam Medical Store,"494-3-C-I Umer Chowk, Town Ship, Lahore",NISHTAR TOWN,"31.444501361445273,74.30633687372091"
408606,M/s Zeeshan Medical and General Store,"Plot No. 2, Shop No. 3, Kiran Park, Bank Stop, Ferozepur Road, Lahore",NISHTAR TOWN,"31.43938460654095,74.35525539115963"
302002,M/S Ali Khokhar Medical Store,"Property No. NW—IX-12-S-98/B-III Near Haseeb Junior Model School, Wandala Road, Shahdara, Lahore.",RAVI TOWN,"31.631805683909462,74.28313628624251"
322002,M/S Khalid Medical Store,"Shop No.5, Main Bazar Shahdara Lahore.",RAVI TOWN,"31.628384844950695,74.30237633558737"
392002,M/S Fazan Multi National Pharma,"6 Sub Way Lohari Gate, Lahore.",RAVI TOWN,"31.5761,74.3127575"
702002,M/S Al-Madina Medical and General Store,"Main bazar, Ittefaq Chowk, Nain Sukh, Sharaq pur Road, Shahdara, Lahore.",RAVI TOWN,"31.602377951378468,74.24676556109428"
832002,M/S Tanveer Medical Store,"shop No.2, masoom Shah Road, Chowk Usman Gali Badami Bagh Lahore.",RAVI TOWN,"31.60391561821818,74.32542644889612"
2.2972E+12,M/S Imran Medicine Co,"Main Bazad Data Nagar Badami Bagh, Lahore.",RAVI TOWN,"31.597889,74.323144"
1142002,M/S Noman Traders,11 Al-Minar Market Lohari Gate Lahore,RAVI TOWN,"31.576646301504052,74.31309958250945"
1692002,M/S Asif Medicos,"Main Road, Shahdara Lahore Near Singeet Cinema",RAVI TOWN,"31.623699386377144,74.2958217897775"
1712002,M/S New Lahore Medicine Co.,"Shop No.29-A, Outside Lohari Gate, Lahore.",RAVI TOWN,"31.57694027125467,74.31379020392258"
1772002,M/S Tahir Medicos,"Khokhar Road, Rehman Ganj, Badami Bagh, Lahore.",RAVI TOWN,"31.608628,74.324"
1852002,M/S Abbass Medical Store and General Store,"Inside Mauchi Gate, Lahore.",RAVI TOWN,"31.579328,74.319264"
2142002,M/S Madina Medical Store,"123/D Inside Lohari Gate, Lahore",RAVI TOWN,"31.57884318851618,74.31346653053659"
2502002,M/S Babar Medical Store,"Ladha Shah Chowk, Shahdara Town, Lahore.",RAVI TOWN,"31.628032357114407,74.30421345073593"
2952002,M/S Al-Faisal Pharmacy,"Shop No.2, Main Bazar Ravi Road, Lahore.",RAVI TOWN,"31.598452,74.299986"
3222002,M/S Chishtia Medical Store,Chowk Begum Kot Lahore,RAVI TOWN,"31.61376854894272,74.26540610817543"
3332002,M/S Syed Medicose,"Shop No.1,2,3 Near Amina Shadi Hall, Gulberg Town, Lahore Road, Lahore",RAVI TOWN,"31.628195426894887,74.28800138243307"
3752002,M/S Irshad Medical Hall,"Sadaat Colony, Near Tunda Railway Phatak No.4, Badami Bagh, Lahore.",RAVI TOWN,"31.605791,74.309226"
4132002,M/S Khurshid Medical and General Store,Main Bazar Nain Sukh Shahdara Lahore.,RAVI TOWN,"31.611961,74.265853"
4242002,M/S Abid Medical Store,"Main Bazar Data Nagar, Near Railway Gate No.3, Badami Bagh, Lahore.",RAVI TOWN,"31.59837306905584,74.31603836885414"
4602002,M/S Ibne-Munir Medical and General Store,"Street No.1, House No.16 Mohallah Ferozepur, Main Bazar Laj Pat Road, Shahdara Lahore.",RAVI TOWN,"31.6183448529842,74.28893956623806"
4732002,M/S Aisha Medical and General Store,"Shop No.8, Near Aisha Degree College Al-Madat Pak, Colony Timber Market Lahore",RAVI TOWN,"31.594352,74.303516"
5092002,M/s Iqbal Medical Store,"97-G.T, Road, Ghala Mandi Shahdara Station, Lahore",RAVI TOWN,"31.628226987747034,74.28794265801002"
5102002,M/s Imran Medicose,"Property No.1-S-23, Main Bazar Jia Musa Shahdara, Lahore",RAVI TOWN,"31.61839150963648,74.28237995815097"
5202002,M/s Amjad Medicose,"Maqbra More, Shahdara, Lahore",RAVI TOWN,"31.617137644033285,74.29674008164449"
6362002911,Khalid Medical Store,"Mohallah Islampura, Faisal Road, Shahdara, Lahore.",RAVI TOWN,"31.633803688103757,74.27948453221666"
6372002911,M/S Al-Faisal Medical Store,"Lajpat Road, Shahdara, Lahore.",RAVI TOWN,"31.627758181407916,74.28405147225722"
10062003911,M/S Madni Medical Store,"27/A, Street No.1, Qila Lachman Singh, Ravi Road, Lahore.",RAVI TOWN,"31.593889289658417,74.30590364553642"
7472003911,M/S Nasrullah Medical Store,"Barkat Town, Shahdara, Lahore.",RAVI TOWN,"31.642896963401228,74.2880941889486"
75620031011,M/S Akram Brothers,"Al-Munir Medicine Market, Lohari Gate, Lahore.",RAVI TOWN,"31.576488638382514,74.31354868793495"
8.052E+11,M/S Siddique Sons Medical Store,"Shop No.65 GT Road, Shahdara Lahore",RAVI TOWN,"31.627106,74.288499"
8062003911,M/S Raza Medical Store,"Lajpat Road, Shahdara Lahore",RAVI TOWN,"31.627518086605715,74.28547029259148"
8192003911,M/S Raheem Medical Hall and General Store,"Khasra No.543/177, Main Bazar Irfat Park, Jia Musa Shahdara Lahore.",RAVI TOWN,"31.61711177270061,74.28258400423"
9162003911,M/S Bhatti Medical Hall,"318-Main Bazar Farrukh Abad, Shahdara, Lahore.",RAVI TOWN,"31.606797,74.284049"
9.252E+11,M/S Madina Medicine Co,"Shop No.4, Lohari Gate, Subway Chowk Lohari Gate, Lahore.",RAVI TOWN,"31.5761,74.3127575"
9582003911,M/S Chaudhry Medical and General Store,"Shop No. 255, Stret No.2, Main Bazar, Siddique Colony, Ravi Road, Lahore",RAVI TOWN,"31.598718,74.30132"
9642003911,"New Ravi Medicose, Opp, Zafar Sons Electronics","Jia Musa, Main Bazar, Shahdara, Lahore.",RAVI TOWN,"31.622373,74.281862"
6892006911,M/S Sahdhu Medical Hall,"Behind Timber Market Ravi Road,l Lahore",RAVI TOWN,"31.601885878949474,74.30454981861565"
1.0052E+11,M/S Arshad Medical Store,"14-C, Al-Minar Market Outside Lohari Gate, Lahore.",RAVI TOWN,"31.57681452879579,74.3129914149368"
14672003911,M/S Bismillah Medical and General Store,"Main Bazar Siddique Colony Badami Bagh, Lahore.",RAVI TOWN,"31.601658,74.321157"
10742003911,M/S Parvaiz Medical Store,"69- GT Road, Shahdara, Lahore.",RAVI TOWN,"31.628747,74.287735"
11052003911,M/S Butt Medicos,"Chowk Matti Nia Bazar, Inside Lohari Gate, Lahore.",RAVI TOWN,"31.577429,74.313256"
1.2092E+12,M/S Bhai Jan Medicine,"Shop No.16, Al Minhas Medicine Market O/S Lohari Gate, Lahore.",RAVI TOWN,"31.576699142331467,74.31262641134494"
1.2362E+12,M/S Galaxy Traders,"21, Muslim Masjid Medicine Market, Outside Lohari Gate, Lahore",RAVI TOWN,"31.57642727814366,74.313359831618"
1.2712E+12,M/S Awais Medical and Supper Store,"Main Jhalaran Road, Near Shah Kaki Peer Qabrastan, Shahdara Town, Lahore.",RAVI TOWN,"31.62691064398311,74.30009232648807"
13572003911,M/S Ittefaq Medical Store,"231 Ravi Road, Qila Lachman Singh, Lahore.",RAVI TOWN,"31.59804,74.306"
13742003911,M/S Evershine Chemist,"Inside Bhatti Gate, Lahore.",RAVI TOWN,"31.58082804146561,74.30877051617746"
13802003911,M/S Sadiq Medical Store,"Vandala Road, Opp, Shahdara Railway Station, Lahore.",RAVI TOWN,"31.632151,74.281732"
13912003911,M/S Shaheen Medical Store,"Chowk Mathi, Inside Lohari Gate, Lahore",RAVI TOWN,"31.578045,74.315076"
14022003911,M/S Ahmad Medical Store,"Sooter Mandi Inside Lohari Gate, Lahore.",RAVI TOWN,"31.579535,74.316565"
1.4112E+12,M/S Rafiq Medical and General Store,"Karam Nagar, Masoom Shah Road, Badami Bagh, Lahore.",RAVI TOWN,"31.6052531,74.3272887"
14152003911,M/S Babar Medical Store,"Islamia Colony, Wandala Road Shahdara Lahore.",RAVI TOWN,"31.63059960975166,74.28465895689713"
14402003911,M/S Saeed Medical and General Store,"4-D, 1-A, Main Bazar, Bagum Kot Shahdara, Lahore.",RAVI TOWN,"31.616842,74.266613"
1.4502E+11,M/S Lahore Pharma Sale Depot,"Al-Minar Market Lohari Gate, Lahore.",RAVI TOWN,"31.576593344919072,74.31274910939325"
14892003911,M/S Aslam Medical Store,GT Road Shahdara Lahore,RAVI TOWN,"31.62227530865152,74.28922108021847"
15052003911,M/S Bhai Jan Traders,"14-A, Alminar Medicine Market O/S Lohari Gate, Lahore.",RAVI TOWN,"31.576438635989938,74.31262313974851"
15282003911,M/S Al-Shifa Medical Store,"Chowk Begum Kot Sharaq pur Road, Shahdara Lahore.",RAVI TOWN,"31.616224,74.266649"
1.5452E+11,M/S Khan Medicare Company,"Shop No.13, Subway Medicine Market Lohari Gate, Lahore.",RAVI TOWN,"31.5760751,74.3128005"
15532003911,M/S Al-Falah Medicos,"Ravi Road, Lahore.",RAVI TOWN,"31.592287337013715,74.30482778820453"
15662003911,M/S Javaid Medicos,"232/7, Ahmad Building Qila Lachman Singh, Ravi Road, Lahore.",RAVI TOWN,"31.588503,74.306503"
15822003911,M/S Moon Medicare,"Msulim Colony Main Bazar Jia Musa, Shahdara Lahore",RAVI TOWN,"31.623456574119743,74.28021278833008"
15892003911,M/S Ishaq Medical Store,"128-N, R/15, Shahdara More Lahore",RAVI TOWN,"31.618146,74.289796"
15272003911,M/S Al-Shifa Medical Store,"Chowk Begum Kot Sharaq Pur Road, Shadara Lahore.",RAVI TOWN,"31.598574425654377,74.40305686883032"
16222003911,M/S Usama Medical Store,"Property No.127R, 86/17, Main Bazar Yousaf Park, Shahdara Lahore.",RAVI TOWN,"31.616577,74.27688"
16812003911,M/S Shehar Yar Medical Store,"Main Bazar, Shamasabad Scheme No.2, Bara Dari Road, Shahdara Lahore.",RAVI TOWN,"31.606797,74.284049"
16832003911,M/S Rehman Medical and General Store,"H.No.310 Katehi Abadi, Main Bazar Chowk Ali Pura, Sadat Colony Badami Bagh, Lahore.",RAVI TOWN,"31.606164,74.308775"
17152003911,M/S Hassan Medical Store,"Ilam Din Park, Qaiser Town, Near Bhatto Colony Shahdara, Lahore (Khasra No.1834/211)",RAVI TOWN,"31.642772,74.287542"
17252003911,M/S Northern Medical Store,"283-Siddique Colony Behind Timber Market Ravi Road, Lahore.",RAVI TOWN,"31.598856,74.300913"
17352003911,M/S Fazal Din Medical Store,"Nailan Plaza, Chowk Begum Kot Shahdara, Lahore.",RAVI TOWN,"31.613669648639473,74.26567299329282"
17542003911,M/S Butt Medicos,"1476/D, Wachowali Inside Lohari, Lahore.",RAVI TOWN,"31.57271604601501,74.31873635501395"
17972003911,M/S Welfare Medical and General Store,"21-D, Inside Lohari Gate, Lahore.",RAVI TOWN,"31.580304999499752,74.31329097352973"
16572003911,M/S Tahir Medical Store,"Al-Mujahid Colony Link Ravi Road, Lahore.",RAVI TOWN,"31.5954811,74.3049956"
1.8862E+12,M/S Popular Medicine Co,"28-Outside Lohari Gate, Lahore",RAVI TOWN,"31.57627193828564,74.31333563102179"
19592004911,M/S Amar Medical and General Store,"Main Bazar Hussain Park, Badami Bagh, Lahore.",RAVI TOWN,"31.601507,74.320318"
1.9602E+12,M/S Amin Traders,"17-C, Al-Minar Medicine Market Outside Lohari Gate, Lahore",RAVI TOWN,"31.576400748577765,74.3123496923832"
19662004911,M/S Sohail Medical Store,"Opp, Tibbi Police Station Inside Bhatti Gate, Lahore.",RAVI TOWN,"31.580512912428325,74.3130885048394"
19722004911,M/S Syed Medical and General Store,"Main Bazar Islampura, Near Matches Factory Shahdara, Lahore.",RAVI TOWN,"31.636932108292395,74.28574245016567"
19802004911,M/S Chaudhry Medical Store,"Sher Shah Road, Data Nagar, Badami Bagh, lahore.",RAVI TOWN,"31.597492,74.322412"
200420049,M/S Haroon Medical Store,"Street No.54/S, Mohallah Toheed abad, H.No.23/3, Ravi Road, Lahore",RAVI TOWN,"31.596261,74.308628"
20082004911,M/S Tahir Medical and General Store,"Inside Yakki Gate, Opp, Mian Nawaz Sharif Hospital Yakki Gate, Lahore.",RAVI TOWN,"31.585115,74.329882"
20452004911,M/S Nasir and Sang Medical Store,"D/2136, Inside Lohari Gate, Lahore.",RAVI TOWN,"31.578064,74.313085"
21602004911,M/S Huzafa Medical Store,"Al Faisal Raod Toheed Abad Ravi Road, Lahore.",RAVI TOWN,"31.597343744064815,74.30852326017256"
2.0102E+11,M/S Ishfaq Medicine Company,"Shop No.3-A, Subway outside Lohari gate, Lahore.",RAVI TOWN,"31.5762785,74.3124945"
2.2482E+12,M/S Tahir Medicos,"GT Road, Shahdara Lahore",RAVI TOWN,"31.622012446607368,74.29007869273522"
2.2762E+11,M/S Naseer Traders,shop NO 3 sub way Lahori Gate Lahore.,RAVI TOWN,"31.5760751,74.3128005"
23212004911,M/S Shahid Medical and General Store,Main Bazar Jia Musa Shahdara Lahore.,RAVI TOWN,"31.620294,74.283819"
2.3412E+12,M/S KM Enterprises,"1/29, Main Bazar Aziz Colony Wandala Road Shahdara, Lahore.",RAVI TOWN,"31.631801783693803,74.27950086424102"
23432004911,M/S Mirza Medical Store,Main Bazar Ghangir Colony Shahdara Lahore.,RAVI TOWN,"31.62367185167173,74.29601496845535"
24312004911,M/S Arshad Medical and General Store,"Main Bazar Mehmood Shaheed Road, Grave Yard Street No.5, Shahdara Lahore.",RAVI TOWN,"31.627744342519453,74.2817220608042"
24422004911,M/S Haroon Medicose,"Mahmood Ghaznavi Road, Ai Chowk , badami Bagh, Lahore",RAVI TOWN,"31.601349,74.321357"
2.4732E+11,M/S Umar Traders,"Shop No.28, Muslim Masjid Lohari Gate, Lahore.",RAVI TOWN,"31.57633931195053,74.31360825168895"
252104911,M/S.Siddique Meldical Store,"Razi Khan Market,Sheikhupura road, Sada Hussain shahdara,Lahore.",RAVI TOWN,"31.615184373571562,74.27254766139212"
252304911,M/S.Al-Sakina Medical Store,"Abbas Nagar Shahdara,Lahore.",RAVI TOWN,"31.63930214018911,74.28760013785885"
25870491011,M/S.Fayyaz Medical and General Store,"Behind Masjid,Ghorey Shah,Shahdara,Lahore.",RAVI TOWN,"31.628105421431965,74.30516682064258"
262004911,M/S. Datta Medical Store,"Main Bazar,Jia Mussa Shahdara,Lahore.",RAVI TOWN,"31.62153814173178,74.28175672543217"
266804911,M/S.Shahzad Medical Store,"Hussain Park Near Iron Bridge,Badami Bagh,Lahore.",RAVI TOWN,"31.603205471854377,74.32555435271081"
267304911,M/S.New Lasani Medical Store,"Main Bazar,Jia Musa Shahdara,Lahore.",RAVI TOWN,"31.621092801436458,74.28251152298041"
26830491011,M/S.Lahore Medicine Traders,"Muslim Masjid,O/S Lohari gate,Lahore.",RAVI TOWN,"31.572691,74.3112316"
270304911,M/S.Mian Medical Store,"Main Bazar,Lajpat Road,Shahdara,Lahore.",RAVI TOWN,"31.62745180732532,74.28137696537254"
270704911,M/S.Ali Medicose,"Chohatta Mufti Baqar I/S Akbari Gate,Lahore.",RAVI TOWN,"31.583560287000193,74.32146122733593"
274604911,M/S.Shahid Medical Store,"Main Road,Hanif Park,Badami Bagh,Lahore.",RAVI TOWN,"31.605317280314132,74.31200691419825"
2753041011,M/S.Toheed Traders,"Shop No.3/D,Alminar Market,Lohari,Lahore.",RAVI TOWN,"31.57737179088822,74.3126779286989"
277104911,M/S.Noor Medical and G.Store,"Main Bazar,Khokhar Road,Badami Bagh,Lahore.",RAVI TOWN,"31.60104,74.327459"
277804911,M/S.Imran Meldical,"Street No.14,Data Nagar,Badami Bagh,Lahore.",RAVI TOWN,"31.597368,74.322738"
279004911,M/S.Tariq Medical Store,"I/S.Texali Gate,Lahore.",RAVI TOWN,"31.580826295815818,74.30928046824023"
360305911,M/S.Dar Medical Meldical Store,"Main Bazar,Data Nagar,Badami Bagh,Lahore.",RAVI TOWN,"31.597687,74.322138"
360705911,M/S.Hafiz Pharmacy and General Store,"Main Bazar,Qila Muhammadi,Ravi Road,Lahore.",RAVI TOWN,"31.599495,74.305711"
371306911,M/S.Usman Medical and General Store,"Data Nagar,Badami Bagh,Lahore.",RAVI TOWN,"31.597842,74.321356"
37270691011,M/S.Qureshi Pharmacy,"18-A,Muslim Masjid,Lohari Gate,Lahore.",RAVI TOWN,"31.576467642855913,74.3134507207468"
23062005911,M/S Sami Medical Store,"Plot No.1-E, Larax Colony Badami Bagh, Lahore",RAVI TOWN,"31.597382,74.322872"
32732005911,M/S Gulzar Medical and General Store,Muslim Colony Jia Musa Shahdara Lahore.,RAVI TOWN,"31.623213921468558,74.28036005459401"
3.2892E+12,M/S Umar Ali Medicine Co,"Shop No.16-B, Al Minar Medeicine Market Lohari Lahore.",RAVI TOWN,"31.577070113425506,74.31279156815407"
33312005911,M/S Bilal Medical Store,Main Bazar Farrakh Abad Shahdara Lahore.,RAVI TOWN,"31.6082507,74.2842903"
3.3512E+13,M/S Al Madina Pharmacy,"Wandala Road, Near Mian Latif Chowk Shahdara Lahore.",RAVI TOWN,"31.632420065742085,74.2843440466304"
3.4132E+11,"M/S Unexo Labs. Pvt, Ltd","235 Ravi Park, Qila Lachman Singh Lahore.",RAVI TOWN,"31.5921843,74.3057077"
34622005911,M/S Madina Medical and General store,"Ghoray Shah Chowk, Shahdara Town, Lahore",RAVI TOWN,"31.630682,74.306763"
35012005911,M/S.Waheed Medical and General Store,"Ali Chowk Qazaffi Colony,Badami Bagh,Lahore.",RAVI TOWN,"31.604300893397653,74.31943561736225"
2.5032E+11,M/S.New Quality Medicose,"Al-Minar Medicine Market,O/S Lohari Gate,Lahore.",RAVI TOWN,"31.577149300971776,74.31305723697032"
3.5172E+11,M/S Bajwa Traders,"Shop No.9, Al Minar Medicine Market Outside Lohari Gate, Lahore",RAVI TOWN,"31.576933559553723,74.31276852505067"
29002004911,"M/s, Ali Drug Store","Main Bazar Opp; Al-Habib Clinic, Shahdara Town, Lahore.",RAVI TOWN,"31.62741224243834,74.30342114177874"
29032004911,M/S Umar Medical and General Store,"Qadafi Colony, Near Shahbaz Park, Badami Bagh, Lahore",RAVI TOWN,"31.601151,74.318018"
19102004911,M/S Madina Medical Store,"Property No.62-5-101 Timber Market, Near Ayesha Degree Colloge, Ravi Road, Lahore",RAVI TOWN,"31.598968,74.30113"
29132004911,M/S Bilal Medical and Geneal Store,"Abbas Nagar, Shamli Near Imam Bargah G.T Road, Shahdara Lahore",RAVI TOWN,"31.633067711862235,74.2884398834017"
2.9152E+11,M/S Farid Traders,"7-Lohari Sub Way Lohari Gate, Lahore.",RAVI TOWN,"31.576622437436917,74.3122819091492"
29682004911,M/S Shafi Medicose,"95-G.T Road, Shahdara, Lahore",RAVI TOWN,"31.627789963837845,74.28817705164163"
2.9732E+11,M/S Amar Medicines,"D/15, Al-Minar Market Nemat Kada Lohari Gate, Lahore.",RAVI TOWN,"31.576335709900096,74.31296118743083"
3.0012E+11,M/S Shamsi Pharma,"Shop No. 27, Muslim Masjid Out Side Lahori Gate, Lahore",RAVI TOWN,"31.57656169986819,74.31398665002826"
30082004911,M/S Usman Enterprises,"Gumti Bazar, Lahore",RAVI TOWN,"31.58124915320444,74.31549152170764"
30142004911,M/S Hasech Medical Store,"Qila Lachman Singh, Ravi Road, Lahore",RAVI TOWN,"31.5960923,74.3074295"
30322004911,M/S Khurshid Medicose,"Ittahad Park Near Madina Masjid Piracha Colony, road, Shahdara Town, Lahore",RAVI TOWN,"31.632277,74.306223"
3.0462E+12,M/S Al-Noor Medical and General Store,"Mughalia Park Maqbara More, Noor Jahan , Shahdara, Lahore",RAVI TOWN,"31.5733072,74.3131173"
3051,M/S Ahmad Medicose,"Adjacent Dr. Riaz Clinic, Lajpat road, Shahdara, Lahore",RAVI TOWN,"31.627575545801786,74.27770314229262"
310204911,M/S Shah Medicose,"3-Mohmood Shaheed Road, Shahdara, Lahore",RAVI TOWN,"31.627654580672186,74.28632508892407"
33632005911,M/S Bajwa Medicos,Chowk Begum Kot Shahdara Lahore,RAVI TOWN,"31.614875103925183,74.27129139974683"
34002005911,M/S Al-Shahbaz Medical Store,"Inside Mauchi Gate, Lahroe",RAVI TOWN,"31.57946561372666,74.32274225828507"
3963061011,M/S.Dr.Sethi Pharma,"Basement Subway Lohari Gate,Lahore.",RAVI TOWN,"31.5760751,74.3128005"
310804911,M/S Sunny Medical Store,"Data Nagar Badami Bagh, Lahore.",RAVI TOWN,"31.598708256359068,74.32067094139688"
38380691011,M/S Kamran Medical Store,"Bara Dari Road Farakhabad Malik Park, Shahdara Lahore",RAVI TOWN,"31.60825,74.28429"
383906911,M/S Butt Medical Store,Near Rehmania Ghausia Mosque Suigas Road Wandala Shahdara Lahore.,RAVI TOWN,"31.63387214646491,74.27914639568012"
384106911,M/S Khadim Hussain Sons,"Medical and General Store, Floor Mills Area Shahdara Lahore",RAVI TOWN,"31.641266,74.289289"
387706911,Bismillah Fauji Medical Store,"Siddique Pura, Badami Bagh, Lahore",RAVI TOWN,"31.601434,74.315539"
391106911,M/S Sadaat Medical and General Store,"Main Road Siddique Pura Badami Bagh, Lahore",RAVI TOWN,"31.601183,74.315847"
403306911,M/S Najaf Medical Store,"1541, Chohatta Mufti Baqar Inside Mochi Gate, Lahore",RAVI TOWN,"31.581189,74.322758"
404406911,AM/S Arif Medical Store,"Mehmood Road Jalal Park, Begum Kot Shahdara Lahore",RAVI TOWN,"31.637480469639204,74.28220913318687"
